Meeting,Race Number,Race Name,Distance,Prize Money,Class,Apprentice Claim,Time,Date,Tab Number,Form,Last Finish pos,Last-1 Finish pos,Last-2 Finish pos,Last-3 Finish pos,Horse,BP,Weight,odds,Wrat,Trat,Starts,Wins,Places,win%,Place%,Class Change,Field Strength,Distance Change,Average Prizemoney,Days Since Last Start,Course Wins,Course Places,Course Starts,Distance Wins,Distance Places,Distance Starts,Course/Dist Wins,Course/Dist Places,Course/Dist Starts,Firm Wins,Firm Places,Firm Starts,Good Wins,Good Places,Good Starts,Soft Wins,Soft Places,Soft Starts,Heavy Wins,Heavy Places,Heavy Starts,Wizard Panel,Wtime Panel,Best Form Panel,Recent Form Panel,Distance Panel,Class Panel,Consensus Panel,Consensus Points,Trainer, age,sex,Jockey,Allowance,Espd,Pace,Impact Form,Impact Fit,Impact Dist,ATPG Age,ATPG Trainer,RFS,1Up Wins,1Up Places,1Up Starts,2Up Wins,2Up Places,2Up Starts,3Up Wins,3Up Places,3Up Starts,4Up Wins,4Up Places,4Up Starts,5Up Wins,5Up Places,5Up Starts,6Up Wins,6Up Places,6Up Starts,7+Up Wins,7+Up Places,7+Up Starts,Cur RFS Wins,Cur RFS Places,Cur RFS Starts,Cur RFS Date1,Cur RFS Base1,Cur RFS WFA1,Cur RFS Date2,Cur RFS Base2,Cur RFS WFA2,Cur RFS Date3,Cur RFS Base3,Cur RFS WFA3,Cur Peak,Cur Peak Date,Last Peak,Last Peak Date,Prev Peak,Prev Peak Date,Dist Peak,Dist Peak Date,Wet Peak,Wet Peak Date,Win Distances,Sim Company Wins,Sim Company Places,Sim Company Starts,Strong Company Wins,Strong Company Places,Strong Company Starts,Last Base Rating,Last WFA Rating,Last Date,Last Finish Position,Last-1 Base Rating,Last-1 WFA Rating,Last-1 Date,Last-1 Finish Position,Last-2 Base Rating,Last-2 WFA Rating,Last-2 Date,Last-2 Finish Position,Last-3 Base Rating,Last-3 WFA Rating,Last-3 Date,Last-3 Finish Position,Last-4 Base Rating,Last-4 WFA Rating,Last-4 Date,Last-4 Finish Position,Last-5 Base Rating,Last-5 WFA Rating,Last-5 Date,Last-5 Finish Position,Last-6 Base Rating,Last-6 WFA Rating,Last-6 Date,Last-6 Finish Position,Last-7 Base Rating,Last-7 WFA Rating,Last-7 Date,Last-7 Finish Position,Last Win Base Rating,Last Win WFA Rating,Last Win Date,Last Win-1 Base Rating,Last Win-1 WFA Rating,Last Win-1 Date,Last Win-2 Base Rating,Last Win-2 WFA Rating,Last Win-2 Date,Last Win-3 Base Rating,Last Win-3 WFA Rating,Last Win-3 Date,Last Win-4 Base Rating,Last Win-4 WFA Rating,Last Win-4 Date,Last Win-5 Base Rating,Last Win-5 WFA Rating,Last Win-5 Date,Joc Loc12m Wins,Joc Loc12m Places,Joc Loc12m Starts,Joc Ovrl12m Wins,Joc Ovrl12m Places,Joc Ovrl12m Starts,Joc/Horse Wins,Joc/Horse Places,Joc/Horse Starts,Trn Loc12m Wins,Trn Loc12m Places,Trn Loc12m Starts,Trn Loc5y Wins,Trn Loc5y Places,Trn Loc5y Starts,Trn Ovrl12m Wins,Trn Ovrl12m Places,Trn Ovrl12m Starts,Joc/Trn Wins,Joc/Trn Places,Joc/Trn Starts,Last Dist,Last Margin,Last Weight,Last-1 Dist,Last-1 Margin,Last-1 Weight,Last-2 Dist,Last-2 Margin,Last-2 Weight,Last-3 Dist,Last-3 Margin,Last-3 Weight,Last Crse,Last Class,Last-1 Crse,Last-1 Class,Last-2 Crse,Last-2 Class,Last-3 Crse,Last-3 Class,Sire,Dam,G Sire,Trainer Location,Course Peak,Course Peak Date,Last SP,Last-1 SP,Last-2 SP,Last-3 SP,Scratched,Last Win Dte,Last Win Days,Last-1 Win Date,Last-1 WinDays,Last-2 Win Date,Last-2 Win Days,Last-3 Win Date,Last-3 WinDays,Last-4 Win Date,Last-4 Win Days,Last-5 Win Date,Last-5 WinDays,1Fav Wins,1Fav Places,1Fav Starts,2Fav Wins,2Fav Places,2Fav Starts,3-5Fav Wins,3-5Fav Places,3-5Fav Starts,6+Fav Wins,6+Fav Places,6+Fav Starts,Last-4 Weight,Last-5 Weight,Last-6 Weight,Last-7 Weight,
RANDWICK INS,3,JAMES SQUIRE (BM78),2400,"60,000",BM-78,Claim,03.10 pm,25/10/2023,1,'6231,1,3,2,6,CASUAL CONNECTION (NZ),6,59.0,4.50,100,100,18,4,7,22,39,up,+  .0,eq,9008,14,0,1,1,2,2,5,0,1,1,0,0,0,2,2,7,1,4,7,1,1,4,1,1,3,2,1,2,1,20,J G SARGENT,5,G,L. Magorrian,,M4,O3,1.10,1.01,1.13,A,C,7,0,1,3,1,1,3,1,0,3,0,1,3,0,3,3,2,0,2,0,1,1,0,1,1,25/04/2023,39.5,40.5,,,,,,,44.5,11/10/23,44.0,14/03/23,42.0,22/10/22,44.5,11/10/23,44.0,14/03/23,1600 (2) 2400 (2),1,1,3,0,0,0,44.5,44.5,11/10/2023,1,42.5,42.5,02/10/2023,3,43.5,43.5,20/09/2023,2,36.5,36.5,09/09/2023,6,39.5,39.5,26/08/2023,6,40.5,40.5,12/08/2023,9,39.5,40.5,25/04/2023,3,41.5,42.5,10/04/2023,1,41.0,43.0,11/02/2023,37.5,41.0,24/09/2022,,,,,,,,,,,,,2,3,17,29,60,261,2,2,4,17,27,143,47,93,405,44,73,334,4,6,12,2400,0.1,58.5,2200,1.2,58.5,2110,0.2,58.0,2400,4.2,54.5,WFRM,BM-72,WFRM,BM-72,WFRM,BM-72,ROSE,BM-78,COMPLACENT,CASUAL FLING (NZ),O'REILLY (NZ),RANDWICK,40.5,25/04/23,9.00,9.00,9.00,6.00,,11/10/23,9,10/04/23,18,11/02/23,11,24/09/22,14,,,,,1,1,3,1,1,3,2,4,10,0,1,2,58.0,58.0,54.5,52.0,
RANDWICK INS,3,JAMES SQUIRE (BM78),2400,"60,000",BM-78,Claim,03.10 pm,25/10/2023,2,'9445,5,4,4,9,CHATEAUX PARK (NZ),1,58.0,9.00,83,86,46,5,17,11,37,up,+  .0,eq,6979,14,2,0,4,1,1,5,0,0,0,0,0,0,1,6,19,2,5,15,2,6,12,5,5,2,1,2,6,3,10,J C COYLE,7,G,Tyler Schiller,,S7,B7,1.10,1.31,1.24,C,E,11,0,2,7,1,2,7,1,3,6,0,4,6,1,2,5,0,3,4,2,1,11,0,0,0,,,,,,,,,,44.5,20/09/23,45.0,24/02/23,44.5,03/08/22,44.0,11/10/23,45.0,24/02/23,1350 1600 1800 (2) 2200,0,3,6,0,0,2,44.0,44.0,11/10/2023,5,43.5,43.5,02/10/2023,4,44.5,44.5,20/09/2023,4,34.5,34.5,02/09/2023,9,42.0,42.0,19/08/2023,2,43.0,43.0,09/08/2023,1,41.0,41.0,26/07/2023,3,34.5,34.5,12/07/2023,8,44.5,44.5,20/07/2022,40.0,40.0,27/04/2022,40.5,40.5,15/09/2021,35.5,38.0,16/12/2020,,,,,,,63,130,584,125,246,1045,1,1,4,7,15,115,46,117,478,23,55,379,2,2,19,2400,1.1,59.5,2200,1.3,59.5,2110,0.5,59.5,2400,11.0,54.0,WFRM,BM-72,WFRM,BM-72,WFRM,BM-72,RAND,LISTED,OCEAN PARK (NZ),VAL DE LOIRE (NZ),MONTJEU (IRE),WARWICK FARM,44.5,20/07/22,2.70,3.50,2.70,51.00,,09/08/23,14,20/07/22,11,27/04/22,7,15/09/21,12,16/12/20,19,,,1,2,7,0,7,7,4,4,15,0,4,17,55.0,57.0,57.0,58.0,
RANDWICK INS,3,JAMES SQUIRE (BM78),2400,"60,000",BM-78,Claim,03.10 pm,25/10/2023,3,'5601,1,0,6,5,SPEYCASTER (GB),7,57.0,8.00,86,91,11,2,2,18,18,up,+ 4.5,up,4699,17,0,0,0,0,0,1,0,0,0,0,0,0,2,1,6,0,1,5,0,0,0,4,4,6,4,7,7,,,C J WALLER,5,G,Tommy Berry,,S8,B7,0.86,1.15,1.15,A,B,5,0,1,4,0,1,3,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,42.5,08/10/23,19.0,23/09/22,41.0,06/04/22,28.5,13/05/22,41.0,06/04/22,1609 2000,0,2,5,1,0,3,42.5,42.5,08/10/2023,1,23.5,23.5,23/09/2023,10,39.0,39.0,06/09/2023,6,42.5,42.5,16/08/2023,5,15.5,19.0,23/09/2022,9,30.5,35.0,02/07/2022,4,23.0,28.5,13/05/2022,6,35.0,41.0,06/04/2022,3,34.0,43.5,26/11/2021,,,,,,,,,,,,,,,,16,35,155,23,55,209,0,0,0,138,256,1302,907,1652,6144,284,481,2322,4,18,48,2000,0.2,59.0,2000,13.5,53.5,1800,3.1,54.0,1600,2.2,61.0,HAWK,3Y+CL1,CAUL,BM-78,SANH,BM-78,SANL,BM-64,HIGHLAND REEL (IRE),EXAMINEE (GER),MONSUN (GER),ROSEHILL,,,11.00,5.50,9.00,8.50,,08/10/23,15,26/11/21,60,,,,,,,,,0,1,2,0,0,1,1,0,3,1,1,5,57.0,56.0,58.0,62.0,
RANDWICK INS,3,JAMES SQUIRE (BM78),2400,"60,000",BM-78,Claim,03.10 pm,25/10/2023,4,'x049,9,4,0,,FATHER'S DAY (IRE),5,55.5,34.00,69,74,16,3,4,19,25,up,+  .0,eq,5775,14,0,0,2,0,1,4,0,0,0,0,0,0,1,2,7,1,2,6,1,0,3,8,7,4,8,8,8,,,BJORN BAKER,6,G,Rachel King,,G2,O4,0.88,1.01,1.13,A,A,4,0,2,5,1,2,5,1,0,3,1,0,2,0,0,1,0,0,0,0,0,0,1,0,2,29/03/2023,14.0,14.0,14/09/2022,44.5,44.5,,,,39.0,11/10/23,44.0,15/02/23,44.5,14/09/22,39.0,11/10/23,44.0,15/02/23,1600 2000 2140,0,0,2,0,0,0,39.0,39.0,11/10/2023,9,23.5,23.5,28/09/2023,4,14.5,14.5,06/09/2023,10,14.0,14.0,29/03/2023,8,14.0,14.0,11/03/2023,12,44.0,44.0,15/02/2023,6,43.0,43.0,26/01/2023,8,33.0,33.0,28/09/2022,9,44.5,44.5,14/09/2022,42.5,42.5,03/09/2022,40.5,40.5,26/08/2022,,,,,,,,,,26,62,362,52,115,616,0,0,0,35,61,313,226,353,1421,106,163,745,18,29,138,2400,5.8,58.0,2100,16.2,60.5,1400,29.3,58.5,2200,32.5,56.5,WFRM,BM-72,WYON,BM-64,RANI,BM-72,WFRM,BM-78,GALILEO (IRE),FIRE LILY (IRE),DANSILI (GB),WARWICK FARM,44.0,15/02/23,26.00,12.00,101,21.00,,14/09/22,11,03/09/22,8,26/08/22,17,,,,,,,1,2,4,2,0,3,0,2,4,0,0,5,55.5,58.0,60.0,58.0,
RANDWICK INS,3,JAMES SQUIRE (BM78),2400,"60,000",BM-78,Claim,03.10 pm,25/10/2023,5,'6312,2,1,3,6,IZFALLINGDOWN,2,55.5,5.50,90,97,26,5,7,19,27,up,+  .0,eq,5392,14,0,0,0,1,1,3,0,0,0,0,0,0,2,3,13,1,3,10,2,1,3,3,2,5,3,3,1,2,13,T & P VIGOUROUX,7,M,Ms K. O'Hara,,G3,O2,na,na,na,na,na,8,0,0,4,1,0,4,0,1,4,2,0,3,0,3,3,1,0,2,1,3,6,0,0,1,15/12/2022,35.5,35.5,,,,,,,45.5,11/10/23,43.5,22/01/23,40.0,29/04/22,45.5,11/10/23,43.5,22/01/23,1300 1600 (2) 2100 2400,0,0,0,0,2,5,45.5,45.5,11/10/2023,2,43.5,43.5,27/09/2023,1,42.5,42.5,08/09/2023,3,40.0,40.0,20/08/2023,6,35.5,35.5,08/08/2023,6,41.0,41.0,19/07/2023,5,34.5,34.5,06/07/2023,9,39.5,39.5,08/02/2023,7,43.5,43.5,22/01/2023,38.5,38.5,21/10/2022,39.0,39.0,22/04/2022,36.0,36.0,20/03/2022,,,,,,,13,19,202,27,52,416,1,1,2,1,2,9,1,4,13,9,22,100,1,1,2,2400,0.1,56.0,2400,0.1,54.0,2100,1.6,55.0,1600,3.7,55.0,WFRM,BM-72,ROSE,BM-72,TUNC,OPEN,NRME,OPEN,LONDON BRIDGE (USA),DEZHILLA,DANEHILL DANCER (IRE),HAWKESBURY,,,15.00,21.00,10.00,31.00,,27/09/23,19,22/01/23,11,21/10/22,17,22/04/22,14,20/03/22,13,,,0,0,1,0,2,2,1,2,4,4,3,19,55.0,56.5,57.0,54.5,
RANDWICK INS,3,JAMES SQUIRE (BM78),2400,"60,000",BM-78,Claim,03.10 pm,25/10/2023,6,'4353,3,5,3,4,KARMAZONE,8,55.5,11.00,80,82,40,6,9,15,23,up,+  .0,eq,6124,14,0,1,1,0,3,7,0,0,0,0,0,0,1,6,21,3,3,14,2,0,5,6,6,1,5,4,5,,,DANIEL ROBINSON,8,G,Jett Stanley,a2.0,S7,B6,1.10,1.31,1.24,C,na,12,2,1,7,2,1,7,0,1,6,0,1,6,1,2,5,1,0,2,0,3,7,0,0,0,,,,,,,,,,45.5,09/08/23,50.5,03/12/22,42.5,08/12/21,45.5,09/08/23,50.5,03/12/22,1400 (2) 1600 (2) 1800 1880,1,1,6,0,1,4,42.5,42.5,11/10/2023,3,43.0,43.0,27/09/2023,5,39.5,39.5,09/09/2023,3,41.5,41.5,30/08/2023,4,45.5,45.5,09/08/2023,2,45.0,45.0,26/07/2023,4,44.5,44.5,15/07/2023,6,40.0,40.0,12/06/2023,4,45.5,45.5,12/10/2022,46.5,46.5,10/09/2022,47.0,47.0,03/07/2021,44.5,44.5,22/06/2021,41.0,44.0,11/10/2019,39.5,43.0,23/09/2019,11,25,116,62,126,497,0,0,0,0,3,10,1,5,15,0,4,19,0,0,0,2400,0.2,53.5,2400,2.4,57.0,2400,1.5,50.0,2200,3.9,57.5,WFRM,BM-72,ROSE,BM-72,ROSE,BM-78,WFRM,BM-72,EUROZONE,THAT'S KARMA,PENDRAGON (NZ),WYONG,,,17.00,4.50,12.00,6.50,,12/10/22,32,10/09/22,276,03/07/21,11,22/06/21,9,11/10/19,18,23/09/19,frs,0,1,2,1,1,4,4,3,15,1,4,19,57.5,58.0,57.5,59.0,
RANDWICK INS,3,JAMES SQUIRE (BM78),2400,"60,000",BM-78,Claim,03.10 pm,25/10/2023,7,'3224,4,2,2,3,GOLDEN PASSPORT,3,54.5,5.00,99,95,10,1,6,10,60,up,+  .0,eq,6248,14,0,0,0,0,1,2,0,0,0,0,0,0,1,4,7,0,1,2,0,1,1,2,3,7,6,5,3,4,7,G WATERHOUSE & A BOTT,4,G,Tim Clark,,G1,O1,1.02,1.02,1.13,A,A,7,1,1,3,0,2,2,0,1,2,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,45.0,11/10/23,42.0,04/08/22,43.5,21/01/22,45.0,11/10/23,42.0,04/08/22,1500,0,0,0,0,0,1,45.0,45.0,11/10/2023,4,43.5,43.5,02/10/2023,2,43.0,43.5,23/09/2023,2,43.5,44.0,07/09/2023,3,42.0,43.0,27/08/2023,2,39.5,40.5,11/08/2023,1,33.0,41.0,26/08/2022,4,34.0,42.0,04/08/2022,3,,,,,,,,,,,,,,,,,,,49,83,357,81,133,522,0,0,1,111,128,540,348,507,1974,188,210,861,35,46,162,2400,0.2,55.5,2200,1.0,55.0,2000,1.0,59.0,2000,1.1,58.5,WFRM,BM-72,WFRM,BM-72,KEMB,CL1-SW,HAWK,BM-64,SEBRING,PRINCESS COUP,ENCOSTA DE LAGO,RANDWICK,,,5.00,6.00,2.60,3.20,,11/08/23,350,,,,,,,,,,,1,1,3,0,3,5,0,2,2,0,0,0,59.0,59.0,56.5,55.5,
RANDWICK INS,3,JAMES SQUIRE (BM78),2400,"60,000",BM-78,Claim,03.10 pm,25/10/2023,8,'2420,0,2,4,2,CLASSIC DEEL,4,54.0,31.00,73,71,18,2,5,11,28,up,+  .0,eq,4362,14,0,0,0,0,2,4,0,0,0,0,0,0,2,3,12,0,2,3,0,0,3,7,8,8,7,6,4,,,K A LEES,5,M,J. R. Collett,,M6,M5,0.98,1.01,1.12,B,D,8,0,1,3,0,0,3,0,1,3,0,1,3,1,0,2,1,1,2,0,1,2,0,0,0,,,,,,,,,,44.0,27/09/23,45.5,25/01/23,41.0,11/02/22,45.5,25/01/23,45.5,25/01/23,2030 2100,0,0,0,0,0,0,14.5,14.5,11/10/2023,11,44.0,44.0,27/09/2023,2,39.5,39.5,16/09/2023,4,41.0,41.0,24/08/2023,2,41.5,41.5,17/08/2023,3,40.0,40.5,27/07/2023,6,37.5,38.0,03/07/2023,10,43.5,45.5,25/01/2023,2,40.5,42.5,14/01/2023,40.5,43.0,26/12/2022,,,,,,,,,,,,,57,124,497,102,201,763,0,3,3,20,57,237,145,361,1335,173,288,1154,1,8,16,2400,250.1,54.0,2400,0.1,54.0,2300,3.7,57.5,2100,2.5,57.5,WFRM,BM-72,ROSE,BM-72,NEWC,BM-64,GOSF,BM-64,DUNDEEL (NZ),PLAY JUST FOR ME (USA),STRAVINSKY (USA),NEWCASTLE,,,8.00,5.50,5.00,2.50,,14/01/23,19,26/12/22,17,,,,,,,,,1,2,5,0,0,1,1,3,8,0,0,4,57.5,58.0,57.0,57.0,
RANDWICK INS,4,BIVOUAC FIRST YEARLINGS (BM72),1400,"60,000",MSB-72,Claim,03.50 pm,25/10/2023,1,'4112,2,1,1,4,SWEET BABY BOOM,5,62.5,3.00,100,100,7,3,3,43,43,dn,- 4.5,eq,14718,21,1,1,2,0,1,1,0,1,1,0,0,0,1,1,3,1,0,1,1,2,3,1,1,2,1,7,4,1,16,G WATERHOUSE & A BOTT,4,M,Jett Stanley,a2.0,G1,F1,1.15,1.29,1.17,A,A,5,0,1,2,1,1,2,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,39.5,13/09/23,41.0,20/04/22,,,35.5,04/10/23,41.0,20/04/22,1150 1200 (2),2,0,3,0,1,1,35.5,35.5,04/10/2023,2,39.0,39.5,13/09/2023,1,38.5,39.5,23/08/2023,1,36.0,37.0,09/08/2023,4,29.5,41.0,20/04/2022,1,17.0,29.0,06/04/2022,3,25.0,38.0,10/03/2022,3,,,,,,,,,,,,,,,,,,,,,,,11,25,116,62,126,497,0,0,0,111,128,540,348,507,1974,188,210,861,0,0,1,1400,2.3,56.0,1200,2.3,56.5,1150,0.2,57.5,1000,1.6,57.5,RANI,FMB-78,CANT,FMB-72,RANI,FMB-72,WFRM,FMB-72,SPIRIT OF BOOM,SUGAR BABE (NZ),EXCEED AND EXCEL,RANDWICK,39.5,23/08/23,3.50,3.70,7.00,7.50,,13/09/23,21,23/08/23,14,20/04/22,14,,,,,,,1,1,2,1,1,2,1,1,3,0,0,0,58.0,55.0,56.5,,
RANDWICK INS,4,BIVOUAC FIRST YEARLINGS (BM72),1400,"60,000",MSB-72,Claim,03.50 pm,25/10/2023,2,'10x4,4,0,1,,GALAXY BELLE (NZ),1,61.5,67.00,72,64,25,6,6,24,24,dn,- 5.0,eq,6416,52,0,1,2,0,3,8,0,0,0,0,0,0,5,2,14,1,3,9,0,1,2,8,9,1,8,2,7,4,7,K A LEES,6,M,Dylan Gibbons,a0.0,S11,B10,0.57,1.00,1.17,A,D,2,0,1,5,1,1,4,0,3,4,2,1,4,0,0,3,1,0,2,2,0,3,1,1,4,26/10/2022,30.5,30.5,29/01/2022,39.5,41.5,01/06/2021,26.0,31.0,35.5,03/09/23,43.0,03/12/22,42.0,28/05/22,40.5,07/10/22,41.0,26/02/22,1600 (2) 1700 1800 (3),1,0,1,2,2,14,35.5,35.5,03/09/2023,4,29.0,29.0,15/12/2022,13,43.0,43.0,03/12/2022,1,27.5,27.5,11/11/2022,11,30.5,30.5,26/10/2022,8,40.5,40.5,07/10/2022,6,41.0,42.0,28/05/2022,10,27.5,28.5,07/05/2022,8,39.5,41.5,29/01/2022,39.0,42.5,08/09/2021,38.0,42.0,27/08/2021,34.0,38.0,15/08/2021,32.5,37.0,11/07/2021,,,,56,119,529,98,180,810,1,0,7,20,57,237,145,361,1335,173,288,1154,33,54,217,1400,6.0,61.0,1600,12.0,58.5,1600,1.8,58.0,1900,9.1,57.5,MDGE,OPEN,HAWK,SW&P,NEWC,CL5-SW,CANT,BM-72,REDWOOD (GB),RIVERINA GIRL (NZ),BLACK MINNALOUSHE (USA),NEWCASTLE,40.0,16/02/22,31.00,7.50,4.70,21.00,,03/12/22,22,29/01/22,24,08/09/21,12,27/08/21,12,15/08/21,18,11/07/21,20,3,1,4,1,3,6,2,1,10,0,1,5,58.5,59.5,54.0,57.0,
RANDWICK INS,4,BIVOUAC FIRST YEARLINGS (BM72),1400,"60,000",MSB-72,Claim,03.50 pm,25/10/2023,3,'x304,4,0,3,,MOLLY NAILS,9,59.5,26.00,79,73,13,4,4,31,31,dn,- 4.5,up,12037,31,0,0,0,1,0,4,0,0,0,0,0,0,3,3,8,0,1,4,1,0,1,6,6,4,3,5,6,,,MATTHEW DALE,6,M,J. Ford,,G2,O3,0.82,1.05,1.17,A,C,4,3,3,6,1,1,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,40.0,12/08/23,44.0,30/07/22,43.0,26/01/22,43.0,26/01/22,44.0,30/07/22,1200 (3) 1400,0,1,2,2,2,8,38.5,38.5,24/09/2023,4,37.5,37.5,02/09/2023,12,40.0,40.0,12/08/2023,3,36.5,36.5,20/08/2022,5,43.5,44.0,30/07/2022,1,41.0,43.0,26/01/2022,4,40.5,42.5,03/01/2022,1,38.0,41.0,06/10/2021,3,34.0,40.5,19/02/2021,33.0,40.5,26/01/2021,,,,,,,,,,,,,15,41,349,62,124,762,0,1,1,6,14,79,39,70,294,34,59,257,0,2,5,1300,1.8,55.5,1100,4.0,56.5,1100,2.1,54.5,1200,2.9,53.0,BATH,BM-85,RAND,MSB-78,ROSE,BM-78,RAND,BM-78,TAVISTOCK (NZ),MARITIMO (NZ),PINS,GOULBURN,,,3.50,17.00,21.00,10.00,,30/07/22,185,03/01/22,89,19/02/21,24,26/01/21,135,,,,,3,1,6,0,0,1,1,1,3,0,2,3,57.5,58.5,57.5,56.5,
RANDWICK INS,4,BIVOUAC FIRST YEARLINGS (BM72),1400,"60,000",MSB-72,Claim,03.50 pm,25/10/2023,4,'7321,1,2,3,7,THE SEVEN SEAS,4,59.5,8.50,87,86,16,4,5,25,31,dn,- 3.5,dn,9208,15,0,0,1,2,0,4,0,0,1,0,0,0,4,1,7,0,3,7,0,1,2,4,4,3,2,4,3,3,10,J G SARGENT,4,M,Tyler Schiller,,M4,O4,0.83,0.62,1.17,A,C,7,1,1,4,1,1,4,1,1,4,0,1,2,0,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,41.0,10/10/23,42.5,09/03/23,41.5,25/07/22,42.5,09/03/23,41.5,25/07/22,1100 1200 1300 1500,1,1,3,0,0,5,41.0,41.0,10/10/2023,1,37.5,38.0,28/09/2023,2,32.5,33.0,15/09/2023,3,31.0,31.5,02/09/2023,7,38.5,39.5,19/08/2023,7,37.5,38.5,05/08/2023,4,30.5,33.5,22/03/2023,11,39.5,42.5,09/03/2023,1,36.5,40.0,16/02/2023,32.0,36.5,24/01/2023,,,,,,,,,,,,,63,130,584,125,246,1045,1,2,3,17,27,143,47,93,405,44,73,334,1,2,7,1500,3.3,57.0,1600,3.0,59.0,1600,5.5,57.0,1400,7.3,55.0,NEWC,BM-68,WYON,BM-64,NEWC,BM-68,RAND,BM-72,MERCHANT NAVY,ELUSIVE WONDER,ELUSIVE QUALITY (USA),RANDWICK,33.5,22/03/23,5.00,7.00,11.00,13.00,,10/10/23,12,09/03/23,21,16/02/23,23,24/01/23,143,,,,,3,1,4,0,2,2,1,2,4,0,0,6,55.5,55.5,57.0,58.5,
RANDWICK INS,4,BIVOUAC FIRST YEARLINGS (BM72),1400,"60,000",MSB-72,Claim,03.50 pm,25/10/2023,5,'45x1,1,5,4,,FAIRWAY STAR,7,58.5,4.20,99,96,9,3,2,33,22,dn,- 3.5,up,9664,17,0,0,0,1,1,2,0,0,0,0,0,0,2,2,6,1,0,1,0,0,2,2,2,5,4,6,2,2,10,BJORN BAKER,4,M,Rachel King,,G2,O2,0.83,0.86,1.17,A,A,2,2,0,3,0,1,2,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,2,06/01/2023,37.5,42.5,08/07/2022,24.0,33.0,,,,42.5,08/10/23,44.0,02/02/23,33.0,08/07/22,42.5,08/10/23,41.5,17/12/22,1200 1300 1600,1,0,1,0,0,1,42.5,42.5,08/10/2023,1,27.0,30.0,04/03/2023,5,37.5,41.0,17/02/2023,4,40.0,44.0,02/02/2023,1,37.0,41.5,17/01/2023,3,37.5,42.5,06/01/2023,3,36.0,41.5,17/12/2022,1,24.0,33.0,08/07/2022,4,,,,,,,,,,,,,,,,,,,26,62,362,52,115,616,2,1,4,35,61,313,226,353,1421,106,163,745,18,29,138,1300,2.0,56.5,1820,6.0,52.5,1900,3.1,57.5,1600,2.8,56.0,HAWK,BM-68,EFRM,3YO,CANT,BM-64,GOSF,BM-64,SPIETH (NZ),MARHETA,AL MAHER,WARWICK FARM,,,2.20,12.00,3.70,2.00,,08/10/23,218,02/02/23,16,17/12/22,162,,,,,,,2,1,3,0,0,1,0,1,3,1,0,2,55.0,58.5,56.5,55.0,
