Meeting,Race Number,Race Name,Distance,Prize Money,Class,Apprentice Claim,Time,Date,Tab Number,Form,Last Finish pos,Last-1 Finish pos,Last-2 Finish pos,Last-3 Finish pos,Horse,BP,Weight,odds,Wrat,Trat,Starts,Wins,Places,win%,Place%,Class Change,Field Strength,Distance Change,Average Prizemoney,Days Since Last Start,Course Wins,Course Places,Course Starts,Distance Wins,Distance Places,Distance Starts,Course/Dist Wins,Course/Dist Places,Course/Dist Starts,Firm Wins,Firm Places,Firm Starts,Good Wins,Good Places,Good Starts,Soft Wins,Soft Places,Soft Starts,Heavy Wins,Heavy Places,Heavy Starts,Wizard Panel,Wtime Panel,Best Form Panel,Recent Form Panel,Distance Panel,Class Panel,Consensus Panel,Consensus Points,Trainer, age,sex,Jockey,Allowance,Espd,Pace,Impact Form,Impact Fit,Impact Dist,ATPG Age,ATPG Trainer,RFS,1Up Wins,1Up Places,1Up Starts,2Up Wins,2Up Places,2Up Starts,3Up Wins,3Up Places,3Up Starts,4Up Wins,4Up Places,4Up Starts,5Up Wins,5Up Places,5Up Starts,6Up Wins,6Up Places,6Up Starts,7+Up Wins,7+Up Places,7+Up Starts,Cur RFS Wins,Cur RFS Places,Cur RFS Starts,Cur RFS Date1,Cur RFS Base1,Cur RFS WFA1,Cur RFS Date2,Cur RFS Base2,Cur RFS WFA2,Cur RFS Date3,Cur RFS Base3,Cur RFS WFA3,Cur Peak,Cur Peak Date,Last Peak,Last Peak Date,Prev Peak,Prev Peak Date,Dist Peak,Dist Peak Date,Wet Peak,Wet Peak Date,Win Distances,Sim Company Wins,Sim Company Places,Sim Company Starts,Strong Company Wins,Strong Company Places,Strong Company Starts,Last Base Rating,Last WFA Rating,Last Date,Last Finish Position,Last-1 Base Rating,Last-1 WFA Rating,Last-1 Date,Last-1 Finish Position,Last-2 Base Rating,Last-2 WFA Rating,Last-2 Date,Last-2 Finish Position,Last-3 Base Rating,Last-3 WFA Rating,Last-3 Date,Last-3 Finish Position,Last-4 Base Rating,Last-4 WFA Rating,Last-4 Date,Last-4 Finish Position,Last-5 Base Rating,Last-5 WFA Rating,Last-5 Date,Last-5 Finish Position,Last-6 Base Rating,Last-6 WFA Rating,Last-6 Date,Last-6 Finish Position,Last-7 Base Rating,Last-7 WFA Rating,Last-7 Date,Last-7 Finish Position,Last Win Base Rating,Last Win WFA Rating,Last Win Date,Last Win-1 Base Rating,Last Win-1 WFA Rating,Last Win-1 Date,Last Win-2 Base Rating,Last Win-2 WFA Rating,Last Win-2 Date,Last Win-3 Base Rating,Last Win-3 WFA Rating,Last Win-3 Date,Last Win-4 Base Rating,Last Win-4 WFA Rating,Last Win-4 Date,Last Win-5 Base Rating,Last Win-5 WFA Rating,Last Win-5 Date,Joc Loc12m Wins,Joc Loc12m Places,Joc Loc12m Starts,Joc Ovrl12m Wins,Joc Ovrl12m Places,Joc Ovrl12m Starts,Joc/Horse Wins,Joc/Horse Places,Joc/Horse Starts,Trn Loc12m Wins,Trn Loc12m Places,Trn Loc12m Starts,Trn Loc5y Wins,Trn Loc5y Places,Trn Loc5y Starts,Trn Ovrl12m Wins,Trn Ovrl12m Places,Trn Ovrl12m Starts,Joc/Trn Wins,Joc/Trn Places,Joc/Trn Starts,Last Dist,Last Margin,Last Weight,Last-1 Dist,Last-1 Margin,Last-1 Weight,Last-2 Dist,Last-2 Margin,Last-2 Weight,Last-3 Dist,Last-3 Margin,Last-3 Weight,Last Crse,Last Class,Last-1 Crse,Last-1 Class,Last-2 Crse,Last-2 Class,Last-3 Crse,Last-3 Class,Sire,Dam,G Sire,Trainer Location,Course Peak,Course Peak Date,Last SP,Last-1 SP,Last-2 SP,Last-3 SP,Scratched,Last Win Dte,Last Win Days,Last-1 Win Date,Last-1 WinDays,Last-2 Win Date,Last-2 Win Days,Last-3 Win Date,Last-3 WinDays,Last-4 Win Date,Last-4 Win Days,Last-5 Win Date,Last-5 WinDays,1Fav Wins,1Fav Places,1Fav Starts,2Fav Wins,2Fav Places,2Fav Starts,3-5Fav Wins,3-5Fav Places,3-5Fav Starts,6+Fav Wins,6+Fav Places,6+Fav Starts,Last-4 Weight,Last-5 Weight,Last-6 Weight,Last-7 Weight,
RANDWICK INS,4,BIVOUAC FIRST YEARLINGS (BM72),1400,"60,000",MSB-72,Claim,03.50 pm,25/10/2023,6,'6x11,1,1,6,,HIDE YOUR HEART,8,58.5,6.00,91,93,22,4,6,18,27,dn,- 4.0,up,5703,25,0,0,0,1,3,5,0,0,0,0,0,0,2,2,13,1,1,3,1,3,6,3,3,7,6,9,5,,,NATHAN DOYLE,5,M,Molly Bourke,a3.0,S9,B8,0.83,0.68,1.17,A,B,3,1,1,6,1,3,4,1,1,3,1,0,3,0,1,3,0,0,3,0,0,0,1,1,3,30/12/2022,37.0,39.5,22/06/2022,35.0,40.0,23/10/2021,29.0,39.0,38.5,30/09/23,39.5,30/12/22,43.0,23/07/22,38.5,30/09/23,43.0,23/07/22,1200 1300 1600 (2),1,0,2,0,0,1,38.5,38.5,30/09/2023,1,38.0,38.0,05/09/2023,1,34.5,36.0,18/02/2023,6,27.5,29.5,22/01/2023,8,37.0,39.0,08/01/2023,7,37.0,39.5,30/12/2022,1,36.0,38.5,16/12/2022,3,33.5,36.0,26/11/2022,6,34.5,39.0,14/07/2022,,,,,,,,,,,,,,,,0,2,25,55,102,488,0,0,0,10,17,95,19,35,166,65,80,357,0,0,2,1300,0.8,53.0,1200,1.3,59.0,1600,4.5,57.5,2100,9.6,58.0,NEWC,BM-68,SCON,BM-58,GOSF,BM-64,WYON,BM-64,SEBRING,CAUTIOUS,LONHRO,NEWCASTLE,,,13.00,10.00,11.00,11.00,,30/09/23,25,05/09/23,199,30/12/22,14,14/07/22,22,,,,,2,2,4,0,0,0,0,4,11,2,0,7,59.5,57.0,60.0,58.0,
RANDWICK INS,4,BIVOUAC FIRST YEARLINGS (BM72),1400,"60,000",MSB-72,Claim,03.50 pm,25/10/2023,7,'6193,3,9,1,6,OH GOLLY GOSH,3,58.5,15.00,82,78,20,3,7,15,35,up,- 1.5,eq,6358,27,0,0,0,3,6,15,0,0,0,0,0,0,2,4,12,0,3,6,1,0,2,5,5,6,5,8,1,,,J ATTARD & L KEEGAN-ATTARD,6,M,Zac Lloyd,a0.0,M6,M7,0.92,1.62,1.17,A,C,5,1,2,5,1,2,5,1,0,4,0,3,3,0,0,1,0,0,1,0,0,1,0,0,1,04/02/2023,37.5,37.5,,,,,,,42.0,28/09/23,40.5,09/11/22,40.5,26/03/22,42.0,28/09/23,42.0,28/09/23,1350 1400 (2),1,0,2,0,2,6,42.0,42.0,28/09/2023,3,37.5,37.5,16/09/2023,9,41.0,41.0,02/09/2023,1,35.5,35.5,12/08/2023,6,35.5,35.5,04/03/2023,10,40.0,40.0,18/02/2023,5,37.5,37.5,04/02/2023,6,39.5,39.5,07/01/2023,3,39.0,40.5,26/03/2022,37.0,40.0,10/10/2021,,,,,,,,,,,,,79,97,416,107,148,579,0,0,1,3,6,45,2,6,29,14,24,117,3,3,9,1350,0.5,60.0,1600,3.7,55.0,1400,0.8,56.0,1200,4.4,58.5,WYON,BM-64,RAND,BM-72,HAWK,BM-68,KEMB,BM-64,ARTIE SCHILLER (USA),BY GOLLY MOLLY,MAGIC ALBERT,HAWKESBURY,,,3.50,26.00,6.50,5.00,,02/09/23,21,26/03/22,151,10/10/21,17,,,,,,,0,1,1,1,1,4,1,3,8,1,2,7,54.0,54.0,54.5,53.0,
RANDWICK INS,4,BIVOUAC FIRST YEARLINGS (BM72),1400,"60,000",MSB-72,Claim,03.50 pm,25/10/2023,8,'56x5,5,6,5,,YANKEE HUSSEL,6,58.5,41.00,73,65,14,1,2,7,14,dn,- 3.5,up,5134,18,0,0,0,1,1,4,0,0,0,0,0,0,0,0,6,1,2,6,0,0,2,7,8,8,7,3,8,,,K A LEES,4,M,J. R. Collett,,M5,B8,1.00,0.92,0.78,A,D,2,0,1,4,1,1,3,0,0,3,0,0,2,0,0,1,0,0,1,0,0,0,1,1,3,08/04/2023,35.0,38.0,08/09/2022,34.0,41.5,12/03/2022,32.0,45.0,37.0,07/10/23,41.5,20/05/23,41.5,21/09/22,41.5,08/09/22,41.5,20/05/23,1300,0,0,0,0,0,9,37.0,37.0,07/10/2023,5,35.0,37.0,03/06/2023,6,39.0,41.5,20/05/2023,5,35.5,38.0,06/05/2023,6,31.0,33.5,22/04/2023,7,35.0,38.0,08/04/2023,3,32.5,35.5,03/03/2023,4,21.5,28.5,15/10/2022,12,34.0,41.5,08/09/2022,,,,,,,,,,,,,,,,57,124,497,102,201,763,1,1,3,20,57,237,145,361,1335,173,288,1154,1,8,16,1200,2.6,58.0,2200,4.8,56.5,2000,2.5,56.5,1800,3.3,56.5,EFRM,BM-68,EFRM,3F-GP1,DOOM,3F-GP2,CDRA,3F-LR,AMERICAN PHAROAH (USA),PETTY CURY,NOT A SINGLE DOUBT,NEWCASTLE,,,7.00,26.00,81.00,67.00,,08/09/22,19,,,,,,,,,,,1,0,1,0,0,1,0,2,5,0,0,7,56.5,57.5,56.0,54.0,
RANDWICK INS,4,BIVOUAC FIRST YEARLINGS (BM72),1400,"60,000",MSB-72,Claim,03.50 pm,25/10/2023,9,'0x56,6,5,0,,LA PITTRICE,2,58.0,101,63,66,6,1,0,17,0,dn,- 4.5,eq,9108,21,0,0,3,0,0,3,0,0,2,0,0,0,0,0,3,1,0,2,0,0,1,9,7,9,9,1,9,,,A J CUMMINGS,4,M,Tommy Berry,,M3,M4,0.94,0.74,1.17,A,A,3,0,0,2,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15/04/2023,42.0,45.0,,,,,,,34.0,04/10/23,45.0,15/04/23,,,45.0,15/04/23,45.0,15/04/23,1100,0,0,2,0,0,2,34.0,34.0,04/10/2023,6,31.5,32.0,20/09/2023,5,32.0,34.5,25/04/2023,10,42.0,45.0,15/04/2023,4,35.0,38.0,15/03/2023,1,29.5,33.5,03/02/2023,4,,,,,,,,,,,,,,,,,,,,,,,,,,,16,35,155,23,55,209,0,0,0,7,19,126,73,125,547,34,46,262,2,0,5,1400,5.4,55.5,1100,9.1,59.0,1400,6.4,59.0,1400,2.1,54.0,RANI,FMB-78,WFRM,FMB-72,RANI,3YB-68,RAND,3F-G3,CARAVAGGIO (USA),JESSICA ANN,FASTNET ROCK,RANDWICK,34.5,25/04/23,21.00,9.00,4.50,61.00,,15/03/23,40,,,,,,,,,,,0,0,1,0,0,0,0,0,1,1,0,4,55.0,55.0,,,
RANDWICK INS,5,ALL TOO HARD @ VINERY STUD (BM64),1800,"60,000",BM-64,Claim,04.30 pm,25/10/2023,1,'7629,9,2,6,7,PHILIPSBURG (NZ),7,61.5,81.00,69,62,44,6,9,14,20,dn,-10.5,up,8792,17,0,0,0,0,3,4,0,0,0,0,0,0,3,2,24,1,3,13,2,4,7,12,14,1,1,1,6,,,JAMES PONSONBY,6,G,Benjamin Osmond,a3.0,S8,M6,0.52,0.97,0.93,B,D,13,0,1,5,1,1,4,2,0,4,1,1,3,0,0,3,1,0,3,1,6,22,0,1,1,30/07/2022,43.0,43.5,,,,,,,40.0,31/05/23,44.0,17/12/22,42.0,11/09/21,43.5,30/07/22,43.5,30/07/22,1400 (2) 1435 1450 1500 1550,0,0,0,4,9,40,27.0,27.0,08/10/2023,9,39.5,39.5,30/09/2023,2,36.0,36.0,16/09/2023,6,31.0,31.0,26/08/2023,7,37.0,37.0,19/08/2023,4,35.0,35.0,12/08/2023,4,32.5,32.5,05/08/2023,5,38.5,38.5,29/07/2023,10,41.0,42.0,21/05/2022,41.5,43.0,30/03/2022,38.5,42.0,11/09/2021,35.5,41.5,26/03/2021,33.0,40.0,04/02/2021,29.5,37.5,14/01/2021,1,1,18,22,66,403,0,0,0,0,4,35,5,15,63,6,32,180,0,1,3,1600,9.3,54.0,1800,0.2,57.5,1600,2.5,56.0,2000,6.0,54.0,COON,OPEN,RAND,BM-72,RAND,BM-72,ROSE,BM-78,PER INCANTO (USA),SAINT MARTINS (NZ),DARCI BRAHMA (NZ),HAWKESBURY,,,7.50,7.50,9.00,16.00,,21/05/22,14,30/03/22,10,11/09/21,28,26/03/21,7,04/02/21,21,14/01/21,14,3,1,7,1,2,3,2,3,17,0,3,17,54.0,55.0,55.0,58.0,
RANDWICK INS,5,ALL TOO HARD @ VINERY STUD (BM64),1800,"60,000",BM-64,Claim,04.30 pm,25/10/2023,2,'1941,1,4,9,1,KNIGHTS ARMOUR,5,61.0,8.00,89,89,14,5,1,36,7,dn,- 1.5,up,4998,11,0,0,0,1,1,2,0,0,0,0,0,0,3,0,7,2,1,5,0,0,2,4,4,5,3,7,5,3,8,ROSS LAVIS,5,G,Molly Bourke,a3.0,G2,O2,0.46,0.95,0.93,B,na,11,0,0,3,0,0,2,1,1,2,0,0,1,1,0,1,1,0,1,2,0,4,0,0,0,,,,,,,,,,39.0,14/10/23,32.5,07/01/23,15.0,03/06/22,36.5,25/07/23,38.5,07/07/23,1460 1600 1890 2120 2140,1,0,2,1,0,2,39.0,39.0,14/10/2023,1,38.5,38.5,03/10/2023,4,27.0,27.0,09/08/2023,9,36.0,36.5,25/07/2023,1,38.0,38.5,07/07/2023,1,36.0,36.5,16/06/2023,1,23.5,24.0,02/06/2023,7,29.0,30.0,27/05/2023,3,30.5,32.5,07/01/2023,,,,,,,,,,,,,,,,0,2,25,55,102,488,0,0,0,0,0,1,0,0,1,5,1,13,0,0,0,1600,0.3,59.0,1300,0.9,59.0,2200,8.7,55.5,1890,0.4,56.0,WAGA,BM-66,GOUL,BM-66,WFRM,BM-72,NEWC,BM-66,CASINO PRINCE,CAKEWALKIN,ORPEN (USA),BRAIDWOOD,,,3.50,11.00,21.00,2.70,,14/10/23,11,25/07/23,18,07/07/23,21,16/06/23,14,07/01/23,12,,,2,0,2,1,0,1,0,0,2,2,1,9,58.0,59.0,52.5,56.5,
RANDWICK INS,5,ALL TOO HARD @ VINERY STUD (BM64),1800,"60,000",BM-64,Claim,04.30 pm,25/10/2023,3,'0x42,2,4,0,,THE ENGLISHMAN (NZ),,60.5,,,,10,1,5,10,50,,,,6668,18,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4,0,4,5,1,0,1,7,7,3,2,2,3,,,P & P SNOWDEN,4,G,,,G4,O3,1.08,1.13,0.93,B,C,3,0,1,3,0,1,2,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,10/02/2023,32.5,36.5,,,,,,,39.5,07/10/23,39.0,11/05/23,33.5,24/08/22,,,39.0,11/05/23,1500,0,0,0,0,0,1,39.5,39.5,07/10/2023,2,36.0,36.5,23/09/2023,4,27.0,29.5,27/05/2023,13,36.5,39.0,11/05/2023,2,36.0,38.5,26/04/2023,1,30.5,33.5,12/04/2023,3,32.5,36.5,10/02/2023,2,30.0,34.5,26/01/2023,4,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,35,95,355,234,459,1769,97,232,763,0,0,0,1600,0.2,60.0,1400,1.6,60.0,2400,13.1,57.0,2100,0.2,57.5,KEMB,BM-64,KEMB,3Y+CL1,EFRM,3YO-G1,WYON,CL1-SW,TAVISTOCK (NZ),ZERANTI (NZ),ZABEEL (NZ),RANDWICK,33.5,24/08/22,3.00,5.00,101,2.80,Scratched,26/04/23,14,,,,,,,,,,,1,4,7,0,1,2,0,0,0,0,0,1,58.5,58.5,57.5,57.5,
RANDWICK INS,5,ALL TOO HARD @ VINERY STUD (BM64),1800,"60,000",BM-64,Claim,04.30 pm,25/10/2023,4,'08x8,8,8,0,,FRANKIE'S ME DAD,,59.0,,,,7,2,1,29,14,,,,6968,18,0,0,0,0,1,1,0,0,0,0,0,0,1,1,5,1,0,2,0,0,0,9,9,11,15,3,14,,,C MAHER & D EUSTACE,4,M,,,M7,O3,0.69,0.90,1.00,A,A,2,0,0,2,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,28/01/2023,31.0,35.5,,,,,,,30.0,07/10/23,43.0,25/03/23,,,35.5,28/01/23,39.5,13/02/23,2100 2300,0,0,0,0,0,2,30.0,30.0,07/10/2023,8,18.5,21.5,08/04/2023,8,40.0,43.0,25/03/2023,11,38.0,41.0,03/03/2023,1,35.5,39.5,13/02/2023,1,31.0,35.5,28/01/2023,3,16.5,21.5,07/01/2023,8,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,145,209,990,522,799,3094,358,513,2039,0,0,0,1400,7.9,59.0,2400,19.1,56.0,2000,6.6,56.0,2300,1.3,55.5,KEMB,BM-64,RAND,3F-GP1,ROSE,3F-GP1,NEWC,CL1-SW,FRANKEL (GB),DADDYS POPPIT (USA),SCAT DADDY (USA),WARWICK FARM,,,13.00,51.00,61.00,3.50,Scratched,03/03/23,18,13/02/23,16,,,,,,,,,1,0,2,1,0,1,0,0,0,0,1,4,55.0,55.0,52.5,,
RANDWICK INS,5,ALL TOO HARD @ VINERY STUD (BM64),1800,"60,000",BM-64,Claim,04.30 pm,25/10/2023,5,'3152,2,5,1,3,YET HE MOVES,1,59.0,10.00,83,87,6,1,2,17,33,up,- 1.5,dn,6183,17,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,0,1,3,0,0,0,6,6,6,5,8,8,,,C J WALLER,4,G,Tommy Berry,,S5,M5,0.96,1.01,1.13,B,B,5,0,1,2,1,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,40.0,08/10/23,36.5,23/02/23,,,35.5,15/09/23,38.5,08/08/23,1600,0,0,0,0,0,0,40.0,40.0,08/10/2023,2,35.0,35.5,15/09/2023,5,39.0,40.0,24/08/2023,1,37.5,38.5,08/08/2023,3,28.5,31.5,15/03/2023,5,33.0,36.5,23/02/2023,8,,,,,,,,,,,,,,,,,,,,,,,,,,,16,35,155,23,55,209,0,0,0,138,256,1302,907,1652,6144,284,481,2322,4,18,48,2000,0.2,59.0,1850,2.5,59.0,1600,0.8,59.0,1500,0.8,59.0,HAWK,3Y+CL1,NEWC,CL1-SW,GOSF,MDN-SW,HAWK,MDN-SW,ADELAIDE (IRE),ROCK DREAMING,FASTNET ROCK,ROSEHILL,,,5.00,3.70,2.60,5.50,,24/08/23,16,,,,,,,,,,,1,0,1,0,1,2,0,1,3,0,0,0,59.0,58.5,,,
RANDWICK INS,5,ALL TOO HARD @ VINERY STUD (BM64),1800,"60,000",BM-64,Claim,04.30 pm,25/10/2023,6,'4x84,4,8,4,,LYRICAL GANGSTER (NZ),10,58.5,41.00,72,70,5,1,1,20,20,eq,- 2.5,up,6160,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,2,0,0,0,10,10,8,8,4,10,,,C J WALLER,4,G,Tyler Schiller,,S7,B7,0.84,1.11,0.93,B,B,3,1,0,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17/05/2023,36.5,39.0,,,,,,,37.5,14/10/23,41.0,06/05/23,,,,,40.0,22/04/23,1250,0,0,0,0,0,2,37.5,37.5,14/10/2023,4,37.0,37.0,02/10/2023,8,36.5,39.0,17/05/2023,4,38.5,41.0,06/05/2023,3,37.5,40.0,22/04/2023,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,130,584,125,246,1045,0,0,0,138,256,1302,907,1652,6144,284,481,2322,2,7,18,1600,2.8,58.5,1400,2.7,54.5,1600,2.4,56.5,1500,2.3,58.5,NEWC,BM-64,WFRM,BM-72,WFRM,3YB-68,KEMB,BM-64,PROISIR,DREAM RUN (NZ),PINS,ROSEHILL,,,8.00,13.00,5.00,4.50,,22/04/23,frs,,,,,,,,,,,0,0,0,0,1,1,1,0,3,0,0,1,58.5,,,,
RANDWICK INS,5,ALL TOO HARD @ VINERY STUD (BM64),1800,"60,000",BM-64,Claim,04.30 pm,25/10/2023,7,'3135,5,3,1,3,CONDRIEU,4,58.0,4.50,96,100,12,2,4,17,33,dn,- 6.0,dn,6181,23,0,0,0,1,1,2,0,0,0,0,0,0,2,1,8,0,3,4,0,0,0,2,1,7,6,5,1,2,13,J O'SHEA,6,M,Zac Lloyd,a0.0,S6,O3,1.11,0.94,1.00,A,A,7,1,1,3,0,0,2,0,1,2,1,1,2,0,1,2,0,0,1,0,0,0,0,0,0,,,,,,,,,,40.5,20/09/23,39.0,04/04/23,36.5,16/09/22,39.5,29/08/23,39.0,04/04/23,1400 1850,0,0,0,0,1,3,38.0,38.0,02/10/2023,5,40.5,40.5,20/09/2023,3,39.5,39.5,29/08/2023,1,38.5,38.5,10/08/2023,3,36.5,36.5,27/07/2023,4,37.5,37.5,08/07/2023,4,38.5,38.5,19/04/2023,4,39.0,39.0,04/04/2023,2,36.5,36.5,05/02/2023,,,,,,,,,,,,,,,,79,97,416,107,148,579,0,0,1,25,78,295,155,277,971,75,146,575,1,6,9,2200,2.0,54.0,2110,0.4,54.0,1850,2.0,57.0,1850,0.6,57.0,WFRM,BM-72,WFRM,BM-72,NEWC,CL1-SW,NEWC,CL1-SW,SEBRING,JEHANNEDARC (IRE),MONTJEU (IRE),HAWKESBURY,,,5.00,5.50,5.00,2.50,,29/08/23,19,05/02/23,142,,,,,,,,,1,1,3,1,0,2,0,3,5,0,0,2,56.5,57.0,52.5,57.0,
RANDWICK INS,5,ALL TOO HARD @ VINERY STUD (BM64),1800,"60,000",BM-64,Claim,04.30 pm,25/10/2023,8,'2861,1,6,8,2,VERBEK (NZ),6,58.0,6.00,91,95,34,3,12,9,35,eq,- 3.5,dn,6302,13,0,1,1,0,0,5,0,0,0,0,0,0,1,8,19,1,4,11,1,0,4,3,3,4,4,9,11,,,R & L PRICE,5,G,Ms K. O'Hara,,G2,O2,0.52,0.95,1.13,B,D,13,0,3,6,1,3,5,0,2,5,0,0,5,1,1,3,0,0,3,1,3,7,0,0,0,,,,,,,,,,38.5,12/10/23,44.5,24/09/22,44.5,24/05/22,35.0,30/09/23,44.5,24/05/22,1000 1500 2000,0,0,0,0,4,18,38.5,38.5,12/10/2023,1,35.0,35.0,30/09/2023,6,31.0,31.0,09/09/2023,8,37.5,37.5,26/08/2023,2,27.5,27.5,16/08/2023,8,36.5,36.5,05/08/2023,2,33.0,33.5,29/07/2023,8,38.0,38.5,01/07/2023,2,39.0,44.5,24/05/2022,35.0,41.0,10/04/2022,,,,,,,,,,,,,13,19,202,27,52,416,1,0,3,5,11,70,19,48,194,41,79,374,2,3,9,2000,1.5,56.0,1800,2.0,53.0,1600,5.5,57.0,1600,1.0,57.0,KEMB,BM-64,RAND,BM-72,KEMB,BM-64,KEMB,BM-64,TURN ME LOOSE (NZ),CHAPCHICK (NZ),HIGH CHAPARRAL (IRE),KEMBLA GRANGE,,,4.50,61.00,4.20,7.00,,12/10/23,12,24/05/22,17,10/04/22,17,,,,,,,1,6,7,1,1,8,1,4,9,0,1,10,54.0,57.5,52.0,57.0,
RANDWICK INS,5,ALL TOO HARD @ VINERY STUD (BM64),1800,"60,000",BM-64,Claim,04.30 pm,25/10/2023,9,' 411,1,1,4,,DEAD OF NIGHT,3,56.5,4.00,100,97,3,2,0,67,0,up,+ 1.5,up,11692,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,1,2,12,10,12,9,,,ANNABEL NEASHAM,3,C,A. Hyeronimus,,G2,O3,0.84,0.97,1.01,C,A,4,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,40.0,06/10/23,,,,,,,40.0,06/10/23,1500 1600,0,0,0,0,0,0,40.0,40.0,06/10/2023,1,36.5,37.0,22/09/2023,1,32.5,33.5,29/08/2023,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,31,170,40,56,262,0,0,0,44,79,325,119,233,775,175,317,1094,1,2,10,1600,1.0,57.5,1500,0.2,56.5,1300,5.0,56.5,,,,CANB,CL1-SW,GOUL,MDN-SW,NEWC,MDN-SW,,,SNITZEL,STREET SECRET (USA),STREET CRY (IRE),WARWICK FARM,,,2.50,7.50,13.00,,,06/10/23,14,22/09/23,24,,,,,,,,,0,0,0,1,0,1,1,0,2,0,0,0,,,,,
RANDWICK INS,5,ALL TOO HARD @ VINERY STUD (BM64),1800,"60,000",BM-64,Claim,04.30 pm,25/10/2023,10,'x318,8,1,3,,MATUSALEM,2,55.5,10.00,85,88,6,1,2,17,33,eq,- 2.0,up,8879,18,0,1,1,0,0,0,0,0,0,0,0,0,1,1,4,0,1,2,0,0,0,5,5,13,11,13,7,,,C J WALLER,3,C,K. Mc Evoy,,M5,M6,0.75,0.84,1.01,C,A,4,0,2,2,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,40.0,21/09/23,38.5,06/05/23,,,,,38.5,10/04/23,1500,0,0,0,0,0,2,34.5,34.5,07/10/2023,8,39.5,40.0,21/09/2023,1,30.5,31.0,06/09/2023,3,31.0,34.5,27/05/2023,7,34.5,38.5,06/05/2023,4,33.5,38.5,10/04/2023,2,,,,,,,,,,,,,,,,,,,,,,,,,,,40,88,497,65,150,733,0,0,2,138,256,1302,907,1652,6144,284,481,2322,27,30,176,1600,5.1,56.5,1500,1.5,56.5,1300,4.8,59.0,1400,6.6,56.0,KEMB,BM-64,HAWK,MDN-SW,RANI,3Y-MDN,RAND,2YO,THE AUTUMN SUN,MISS DODWELL,FALBRAV (IRE),ROSEHILL,31.0,06/09/23,3.20,1.40,6.50,5.00,,21/09/23,15,,,,,,,,,,,1,0,1,0,0,2,0,1,2,0,1,1,56.5,56.0,,,
RANDWICK INS,5,ALL TOO HARD @ VINERY STUD (BM64),1800,"60,000",BM-64,Claim,04.30 pm,25/10/2023,11,'6x76,6,7,6,,BRYNNER (NZ),8,58.0,126,61,63,23,2,7,9,30,dn,- 4.5,up,3885,15,0,0,1,0,0,1,0,0,0,0,0,0,0,3,8,1,3,8,1,1,7,14,13,2,13,6,4,,,J C COYLE,5,G,J. R. Collett,,M6,M6,0.67,0.96,0.93,B,D,3,0,2,5,1,0,5,0,1,3,0,2,3,1,0,3,0,1,2,0,1,2,0,1,3,04/03/2023,33.0,34.5,18/07/2022,36.5,41.0,31/12/2021,24.0,32.5,33.0,10/10/23,42.0,10/04/23,41.0,16/08/22,33.5,03/09/22,42.0,10/04/23,1600 (2),0,0,1,0,2,8,33.0,33.0,10/10/2023,6,27.5,27.5,20/09/2023,7,36.5,37.5,06/05/2023,6,40.0,41.0,19/04/2023,3,41.0,42.0,10/04/2023,3,38.0,39.5,28/03/2023,4,39.0,40.5,14/03/2023,3,33.0,34.5,04/03/2023,9,37.0,41.0,16/08/2022,34.5,39.0,08/07/2022,,,,,,,,,,,,,57,124,497,102,201,763,0,0,0,7,15,115,46,117,478,23,55,379,0,2,6,1500,4.6,56.5,1300,7.3,54.0,2400,3.0,54.0,2130,0.8,54.5,NEWC,BM-68,WFRM,BM-78,CDRA,BM-78,WFRM,BM-72,CONTRIBUTER (IRE),TOASTOFBROADWAY (USA),THEATRICAL (IRE),WARWICK FARM,36.5,03/02/23,11.00,151,21.00,11.00,,16/08/22,12,08/07/22,20,,,,,,,,,0,0,0,0,1,1,2,2,9,0,4,13,54.0,58.0,57.5,53.0,
